Year;Country;Source;Emission
2010;Indonesia;Other;3.72000
2011;Indonesia;Other;3.81000
2012;Indonesia;Other;3.90000
2013;Indonesia;Other;3.97000
2014;Indonesia;Other;4.24000
2015;Indonesia;Other;4.30000
2016;Indonesia;Other;4.28000
2017;Indonesia;Other;4.36000
2018;Indonesia;Other;4.44000
1850;Laos;Energy;0.00488
1851;Laos;Energy;0.00491
1852;Laos;Energy;0.00494
1853;Laos;Energy;0.00497
1854;Laos;Energy;0.00501
1855;Laos;Energy;0.00504
1856;Laos;Energy;0.00507
1857;Laos;Energy;0.00510
1858;Laos;Energy;0.00514
1859;Laos;Energy;0.00517
1860;Laos;Energy;0.00519
1861;Laos;Energy;0.00522
1862;Laos;Energy;0.00525
1863;Laos;Energy;0.00528
1864;Laos;Energy;0.00531
1865;Laos;Energy;0.00534
1866;Laos;Energy;0.00537
1867;Laos;Energy;0.00540
1868;Laos;Energy;0.00543
1869;Laos;Energy;0.00546
1870;Laos;Energy;0.00549
1871;Laos;Energy;0.00553
1872;Laos;Energy;0.00558
1873;Laos;Energy;0.00564
1874;Laos;Energy;0.00570
1875;Laos;Energy;0.00577
1876;Laos;Energy;0.00583
1877;Laos;Energy;0.00590
1878;Laos;Energy;0.00596
1879;Laos;Energy;0.00601
1880;Laos;Energy;0.00606
1881;Laos;Energy;0.00610
1882;Laos;Energy;0.00614
1883;Laos;Energy;0.00618
1884;Laos;Energy;0.00622
1885;Laos;Energy;0.00626
1886;Laos;Energy;0.00629
1887;Laos;Energy;0.00633
1888;Laos;Energy;0.00637
1889;Laos;Energy;0.00641
1890;Laos;Energy;0.00715
1891;Laos;Energy;0.00741
1892;Laos;Energy;0.00769
1893;Laos;Energy;0.00799
1894;Laos;Energy;0.00832
1895;Laos;Energy;0.00866
1896;Laos;Energy;0.00901
1897;Laos;Energy;0.00939
1898;Laos;Energy;0.00978
1899;Laos;Energy;0.01020
1900;Laos;Energy;0.01060
1901;Laos;Energy;0.01110
1902;Laos;Energy;0.01160
1903;Laos;Energy;0.01220
1904;Laos;Energy;0.01280
1905;Laos;Energy;0.01350
1906;Laos;Energy;0.01410
1907;Laos;Energy;0.01480
1908;Laos;Energy;0.01530
1909;Laos;Energy;0.01580
1910;Laos;Energy;0.01620
1911;Laos;Energy;0.01650
1912;Laos;Energy;0.01680
1913;Laos;Energy;0.01710
1914;Laos;Energy;0.01740
1915;Laos;Energy;0.01760
1916;Laos;Energy;0.01790
1917;Laos;Energy;0.01810
1918;Laos;Energy;0.01820
1919;Laos;Energy;0.01840
1920;Laos;Energy;0.01850
1921;Laos;Energy;0.01850
1922;Laos;Energy;0.01860
1923;Laos;Energy;0.01860
1924;Laos;Energy;0.01870
1925;Laos;Energy;0.01870
1926;Laos;Energy;0.01880
1927;Laos;Energy;0.01880
1928;Laos;Energy;0.01890
1929;Laos;Energy;0.01890
1930;Laos;Energy;0.01900
1931;Laos;Energy;0.01920
1932;Laos;Energy;0.01950
1933;Laos;Energy;0.02000
1934;Laos;Energy;0.02050
1935;Laos;Energy;0.02110
1936;Laos;Energy;0.02190
1937;Laos;Energy;0.02260
1938;Laos;Energy;0.02340
1939;Laos;Energy;0.02420
1940;Laos;Energy;0.02490
1941;Laos;Energy;0.02570
1942;Laos;Energy;0.02640
1943;Laos;Energy;0.02730
1944;Laos;Energy;0.02820
1945;Laos;Energy;0.02930
1946;Laos;Energy;0.03050
1947;Laos;Energy;0.03190
1948;Laos;Energy;0.03350
1949;Laos;Energy;0.03540
1950;Laos;Energy;0.05030
1951;Laos;Energy;0.06260
1952;Laos;Energy;0.08070
1953;Laos;Energy;0.10400
1954;Laos;Energy;0.12900
1955;Laos;Energy;0.13500
1956;Laos;Energy;0.18800
1957;Laos;Energy;0.20700
1958;Laos;Energy;0.23900
1959;Laos;Energy;0.25500
1960;Laos;Energy;0.26600
1961;Laos;Energy;0.30200
1962;Laos;Energy;0.32400
1963;Laos;Energy;0.34100
1964;Laos;Energy;0.37000
1965;Laos;Energy;0.37900
1966;Laos;Energy;0.43600
1967;Laos;Energy;0.52300
1968;Laos;Energy;0.37300
1969;Laos;Energy;0.52600
1970;Laos;Energy;0.76500
1971;Laos;Energy;0.61300
1972;Laos;Energy;0.70200
1973;Laos;Energy;0.75900
1974;Laos;Energy;0.56400
1975;Laos;Energy;0.51600
1976;Laos;Energy;0.48100
1977;Laos;Energy;0.48400
1978;Laos;Energy;0.48100
1979;Laos;Energy;0.47200
1980;Laos;Energy;0.43400
1981;Laos;Energy;0.39200
1982;Laos;Energy;0.39500
1983;Laos;Energy;0.41500
1984;Laos;Energy;0.41400
1985;Laos;Energy;0.44000
1986;Laos;Energy;0.45200
1987;Laos;Energy;0.45500
1988;Laos;Energy;0.45600
1989;Laos;Energy;0.48400
1990;Laos;Energy;0.48000
1991;Laos;Energy;0.50500
1992;Laos;Energy;0.52600
1993;Laos;Energy;0.52800
1994;Laos;Energy;0.54800
1995;Laos;Energy;0.77000
1996;Laos;Energy;0.93600
1997;Laos;Energy;1.07000
1998;Laos;Energy;1.15000
1999;Laos;Energy;1.39000
2000;Laos;Energy;1.41000
2001;Laos;Energy;1.35000
2002;Laos;Energy;1.56000
2003;Laos;Energy;1.51000
2004;Laos;Energy;1.82000
2005;Laos;Energy;1.84000
2006;Laos;Energy;1.91000
2007;Laos;Energy;1.30000
2008;Laos;Energy;1.32000
2009;Laos;Energy;1.40000
2010;Laos;Energy;1.67000
2011;Laos;Energy;1.63000
2012;Laos;Energy;1.60000
2013;Laos;Energy;1.56000
2014;Laos;Energy;1.42000
2015;Laos;Energy;1.48000
2016;Laos;Energy;1.59000
2017;Laos;Energy;1.63000
2018;Laos;Energy;2.02000
1850;Laos;Industrial Processes and Product Use;0.00000
1851;Laos;Industrial Processes and Product Use;0.00000
1852;Laos;Industrial Processes and Product Use;0.00000
1853;Laos;Industrial Processes and Product Use;0.00000
1854;Laos;Industrial Processes and Product Use;0.00000
1855;Laos;Industrial Processes and Product Use;0.00000
1856;Laos;Industrial Processes and Product Use;0.00000
1857;Laos;Industrial Processes and Product Use;0.00000
1858;Laos;Industrial Processes and Product Use;0.00000
1859;Laos;Industrial Processes and Product Use;0.00000
1860;Laos;Industrial Processes and Product Use;0.00000
1861;Laos;Industrial Processes and Product Use;0.00000
1862;Laos;Industrial Processes and Product Use;0.00000
1863;Laos;Industrial Processes and Product Use;0.00000
1864;Laos;Industrial Processes and Product Use;0.00000
1865;Laos;Industrial Processes and Product Use;0.00000
1866;Laos;Industrial Processes and Product Use;0.00000
1867;Laos;Industrial Processes and Product Use;0.00000
1868;Laos;Industrial Processes and Product Use;0.00000
1869;Laos;Industrial Processes and Product Use;0.00000
1870;Laos;Industrial Processes and Product Use;0.00000
1871;Laos;Industrial Processes and Product Use;0.00000
1872;Laos;Industrial Processes and Product Use;0.00000
1873;Laos;Industrial Processes and Product Use;0.00000
1874;Laos;Industrial Processes and Product Use;0.00000
1875;Laos;Industrial Processes and Product Use;0.00000
1876;Laos;Industrial Processes and Product Use;0.00000
1877;Laos;Industrial Processes and Product Use;0.00000
1878;Laos;Industrial Processes and Product Use;0.00000
1879;Laos;Industrial Processes and Product Use;0.00000
1880;Laos;Industrial Processes and Product Use;0.00000
1881;Laos;Industrial Processes and Product Use;0.00000
1882;Laos;Industrial Processes and Product Use;0.00000
1883;Laos;Industrial Processes and Product Use;0.00000
1884;Laos;Industrial Processes and Product Use;0.00000
1885;Laos;Industrial Processes and Product Use;0.00000
1886;Laos;Industrial Processes and Product Use;0.00000
1887;Laos;Industrial Processes and Product Use;0.00000
1888;Laos;Industrial Processes and Product Use;0.00000
1889;Laos;Industrial Processes and Product Use;0.00000
1890;Laos;Industrial Processes and Product Use;0.00000
1891;Laos;Industrial Processes and Product Use;0.00000
1892;Laos;Industrial Processes and Product Use;0.00000
1893;Laos;Industrial Processes and Product Use;0.00000
1894;Laos;Industrial Processes and Product Use;0.00000
1895;Laos;Industrial Processes and Product Use;0.00000
1896;Laos;Industrial Processes and Product Use;0.00000
1897;Laos;Industrial Processes and Product Use;0.00000
1898;Laos;Industrial Processes and Product Use;0.00000
1899;Laos;Industrial Processes and Product Use;0.00000
1900;Laos;Industrial Processes and Product Use;0.00000
1901;Laos;Industrial Processes and Product Use;0.00000
1902;Laos;Industrial Processes and Product Use;0.00000
1903;Laos;Industrial Processes and Product Use;0.00000
1904;Laos;Industrial Processes and Product Use;0.00000
1905;Laos;Industrial Processes and Product Use;0.00000
1906;Laos;Industrial Processes and Product Use;0.00000
1907;Laos;Industrial Processes and Product Use;0.00000
1908;Laos;Industrial Processes and Product Use;0.00000
1909;Laos;Industrial Processes and Product Use;0.00000
1910;Laos;Industrial Processes and Product Use;0.00001
1911;Laos;Industrial Processes and Product Use;0.00001
1912;Laos;Industrial Processes and Product Use;0.00001
1913;Laos;Industrial Processes and Product Use;0.00002
1914;Laos;Industrial Processes and Product Use;0.00002
1915;Laos;Industrial Processes and Product Use;0.00003
1916;Laos;Industrial Processes and Product Use;0.00003
1917;Laos;Industrial Processes and Product Use;0.00004
1918;Laos;Industrial Processes and Product Use;0.00005
1919;Laos;Industrial Processes and Product Use;0.00006
1920;Laos;Industrial Processes and Product Use;0.00007
1921;Laos;Industrial Processes and Product Use;0.00008
1922;Laos;Industrial Processes and Product Use;0.00009
1923;Laos;Industrial Processes and Product Use;0.00010
1924;Laos;Industrial Processes and Product Use;0.00011
1925;Laos;Industrial Processes and Product Use;0.00012
1926;Laos;Industrial Processes and Product Use;0.00013
1927;Laos;Industrial Processes and Product Use;0.00014
1928;Laos;Industrial Processes and Product Use;0.00016
1929;Laos;Industrial Processes and Product Use;0.00017
1930;Laos;Industrial Processes and Product Use;0.00019
1931;Laos;Industrial Processes and Product Use;0.00021
1932;Laos;Industrial Processes and Product Use;0.00024
1933;Laos;Industrial Processes and Product Use;0.00027
1934;Laos;Industrial Processes and Product Use;0.00030
1935;Laos;Industrial Processes and Product Use;0.00033
1936;Laos;Industrial Processes and Product Use;0.00037
1937;Laos;Industrial Processes and Product Use;0.00039
1938;Laos;Industrial Processes and Product Use;0.00042
1939;Laos;Industrial Processes and Product Use;0.00043
1940;Laos;Industrial Processes and Product Use;0.00044
1941;Laos;Industrial Processes and Product Use;0.00043
1942;Laos;Industrial Processes and Product Use;0.00043
1943;Laos;Industrial Processes and Product Use;0.00042
1944;Laos;Industrial Processes and Product Use;0.00042
1945;Laos;Industrial Processes and Product Use;0.00041
1946;Laos;Industrial Processes and Product Use;0.00040
1947;Laos;Industrial Processes and Product Use;0.00039
1948;Laos;Industrial Processes and Product Use;0.00038
1949;Laos;Industrial Processes and Product Use;0.00038
1950;Laos;Industrial Processes and Product Use;0.00038
1951;Laos;Industrial Processes and Product Use;0.00060
1952;Laos;Industrial Processes and Product Use;0.00121
1953;Laos;Industrial Processes and Product Use;0.00210
1954;Laos;Industrial Processes and Product Use;0.00318
1955;Laos;Industrial Processes and Product Use;0.00435
1956;Laos;Industrial Processes and Product Use;0.00553
1957;Laos;Industrial Processes and Product Use;0.00661
1958;Laos;Industrial Processes and Product Use;0.00750
1959;Laos;Industrial Processes and Product Use;0.00811
1960;Laos;Industrial Processes and Product Use;0.00833
1961;Laos;Industrial Processes and Product Use;0.00831
1962;Laos;Industrial Processes and Product Use;0.00825
1963;Laos;Industrial Processes and Product Use;0.00817
1964;Laos;Industrial Processes and Product Use;0.00807
1965;Laos;Industrial Processes and Product Use;0.00796
1966;Laos;Industrial Processes and Product Use;0.00785
1967;Laos;Industrial Processes and Product Use;0.00775
1968;Laos;Industrial Processes and Product Use;0.00766
1969;Laos;Industrial Processes and Product Use;0.00760
1970;Laos;Industrial Processes and Product Use;0.00829
1971;Laos;Industrial Processes and Product Use;0.00846
1972;Laos;Industrial Processes and Product Use;0.00876
1973;Laos;Industrial Processes and Product Use;0.00903
1974;Laos;Industrial Processes and Product Use;0.00919
1975;Laos;Industrial Processes and Product Use;0.00948
1976;Laos;Industrial Processes and Product Use;0.00910
1977;Laos;Industrial Processes and Product Use;0.00913
1978;Laos;Industrial Processes and Product Use;0.00980
1979;Laos;Industrial Processes and Product Use;0.00981
1980;Laos;Industrial Processes and Product Use;0.01000
1981;Laos;Industrial Processes and Product Use;0.00926
1982;Laos;Industrial Processes and Product Use;0.00956
1983;Laos;Industrial Processes and Product Use;0.00971
1984;Laos;Industrial Processes and Product Use;0.00992
1985;Laos;Industrial Processes and Product Use;0.01000
1986;Laos;Industrial Processes and Product Use;0.01040
1987;Laos;Industrial Processes and Product Use;0.01060
1988;Laos;Industrial Processes and Product Use;0.01100
1989;Laos;Industrial Processes and Product Use;0.01120
1990;Laos;Industrial Processes and Product Use;0.01150
1991;Laos;Industrial Processes and Product Use;0.01190
1992;Laos;Industrial Processes and Product Use;0.01520
1993;Laos;Industrial Processes and Product Use;0.01550
1994;Laos;Industrial Processes and Product Use;0.01570
1995;Laos;Industrial Processes and Product Use;0.01610
1996;Laos;Industrial Processes and Product Use;0.04630
1997;Laos;Industrial Processes and Product Use;0.04650
1998;Laos;Industrial Processes and Product Use;0.04680
1999;Laos;Industrial Processes and Product Use;0.04710
2000;Laos;Industrial Processes and Product Use;0.05340
2001;Laos;Industrial Processes and Product Use;0.05350
2002;Laos;Industrial Processes and Product Use;0.11200
2003;Laos;Industrial Processes and Product Use;0.11500
2004;Laos;Industrial Processes and Product Use;0.11500
2005;Laos;Industrial Processes and Product Use;0.11500
2006;Laos;Industrial Processes and Product Use;0.17200
2007;Laos;Industrial Processes and Product Use;0.17000
2008;Laos;Industrial Processes and Product Use;0.16900
2009;Laos;Industrial Processes and Product Use;0.39900
2010;Laos;Industrial Processes and Product Use;0.47500
2011;Laos;Industrial Processes and Product Use;0.51000
2012;Laos;Industrial Processes and Product Use;0.58400
2013;Laos;Industrial Processes and Product Use;0.59100
2014;Laos;Industrial Processes and Product Use;0.93300
2015;Laos;Industrial Processes and Product Use;0.98100
2016;Laos;Industrial Processes and Product Use;0.98100
2017;Laos;Industrial Processes and Product Use;0.98100
2018;Laos;Industrial Processes and Product Use;0.98100
1850;Laos;Waste;0.05760
1851;Laos;Waste;0.05750
1852;Laos;Waste;0.05730
1853;Laos;Waste;0.05720
1854;Laos;Waste;0.05700
1855;Laos;Waste;0.05690
1856;Laos;Waste;0.05680
1857;Laos;Waste;0.05670
1858;Laos;Waste;0.05660
1859;Laos;Waste;0.05660
1860;Laos;Waste;0.05650
1861;Laos;Waste;0.05650
1862;Laos;Waste;0.05650
1863;Laos;Waste;0.05650
1864;Laos;Waste;0.05650
1865;Laos;Waste;0.05650
1866;Laos;Waste;0.05650
1867;Laos;Waste;0.05640
1868;Laos;Waste;0.05640
1869;Laos;Waste;0.05640
1870;Laos;Waste;0.05640
1871;Laos;Waste;0.05650
1872;Laos;Waste;0.05670
1873;Laos;Waste;0.05700
1874;Laos;Waste;0.05730
1875;Laos;Waste;0.05770
1876;Laos;Waste;0.05820
1877;Laos;Waste;0.05860
1878;Laos;Waste;0.05900
1879;Laos;Waste;0.05940
1880;Laos;Waste;0.05980
1881;Laos;Waste;0.06010
1882;Laos;Waste;0.06040
1883;Laos;Waste;0.06070
1884;Laos;Waste;0.06110
1885;Laos;Waste;0.06150
1886;Laos;Waste;0.06190
1887;Laos;Waste;0.06230
1888;Laos;Waste;0.06270
1889;Laos;Waste;0.06300
1890;Laos;Waste;0.06310
1891;Laos;Waste;0.06320
1892;Laos;Waste;0.06340
1893;Laos;Waste;0.06350
1894;Laos;Waste;0.06370
1895;Laos;Waste;0.06380
1896;Laos;Waste;0.06400
1897;Laos;Waste;0.06420
1898;Laos;Waste;0.06430
1899;Laos;Waste;0.06450
1900;Laos;Waste;0.06470
1901;Laos;Waste;0.06490
1902;Laos;Waste;0.06510
1903;Laos;Waste;0.06530
1904;Laos;Waste;0.06560
1905;Laos;Waste;0.06580
1906;Laos;Waste;0.06610
1907;Laos;Waste;0.06640
1908;Laos;Waste;0.06660
1909;Laos;Waste;0.06690
1910;Laos;Waste;0.06720
1911;Laos;Waste;0.06740
1912;Laos;Waste;0.06770
1913;Laos;Waste;0.06790
1914;Laos;Waste;0.06810
1915;Laos;Waste;0.06840
1916;Laos;Waste;0.06870
1917;Laos;Waste;0.06890
1918;Laos;Waste;0.06930
1919;Laos;Waste;0.06960
1920;Laos;Waste;0.07000
1921;Laos;Waste;0.07070
1922;Laos;Waste;0.07160
1923;Laos;Waste;0.07280
1924;Laos;Waste;0.07420
1925;Laos;Waste;0.07590
1926;Laos;Waste;0.07760
1927;Laos;Waste;0.07960
1928;Laos;Waste;0.08160
1929;Laos;Waste;0.08360
1930;Laos;Waste;0.08570
1931;Laos;Waste;0.08780
1932;Laos;Waste;0.09020
1933;Laos;Waste;0.09280
1934;Laos;Waste;0.09560
1935;Laos;Waste;0.09860
1936;Laos;Waste;0.10200
1937;Laos;Waste;0.10500
1938;Laos;Waste;0.10800
1939;Laos;Waste;0.11200
1940;Laos;Waste;0.11600
1941;Laos;Waste;0.11900
1942;Laos;Waste;0.12400
1943;Laos;Waste;0.12800
1944;Laos;Waste;0.13200
1945;Laos;Waste;0.13700
1946;Laos;Waste;0.14300
1947;Laos;Waste;0.14800
1948;Laos;Waste;0.15500
1949;Laos;Waste;0.16100
1950;Laos;Waste;0.16900
1951;Laos;Waste;0.17900
1952;Laos;Waste;0.19300
1953;Laos;Waste;0.21000
1954;Laos;Waste;0.23000
1955;Laos;Waste;0.25000
1956;Laos;Waste;0.27100
1957;Laos;Waste;0.29000
1958;Laos;Waste;0.30800
1959;Laos;Waste;0.32300
1960;Laos;Waste;0.33300
1961;Laos;Waste;0.34100
1962;Laos;Waste;0.34700
1963;Laos;Waste;0.35300
1964;Laos;Waste;0.35800
1965;Laos;Waste;0.36300
1966;Laos;Waste;0.36900
1967;Laos;Waste;0.37400
1968;Laos;Waste;0.37900
1969;Laos;Waste;0.38600
1970;Laos;Waste;0.39700
1971;Laos;Waste;0.41300
1972;Laos;Waste;0.42200
1973;Laos;Waste;0.43200
1974;Laos;Waste;0.44100
1975;Laos;Waste;0.44700
1976;Laos;Waste;0.45400
1977;Laos;Waste;0.45900
1978;Laos;Waste;0.46300
1979;Laos;Waste;0.46700
1980;Laos;Waste;0.47500
1981;Laos;Waste;0.48400
1982;Laos;Waste;0.49500
1983;Laos;Waste;0.50500
1984;Laos;Waste;0.51800
1985;Laos;Waste;0.53100
1986;Laos;Waste;0.54600
1987;Laos;Waste;0.56200
1988;Laos;Waste;0.57400
1989;Laos;Waste;0.59300
1990;Laos;Waste;0.60700
1991;Laos;Waste;0.62900
1992;Laos;Waste;0.65000
1993;Laos;Waste;0.67100
1994;Laos;Waste;0.69400
1995;Laos;Waste;0.71500
1996;Laos;Waste;0.73600
1997;Laos;Waste;0.76000
1998;Laos;Waste;0.78400
1999;Laos;Waste;0.80700
2000;Laos;Waste;0.80000
2001;Laos;Waste;0.82300
2002;Laos;Waste;0.84700
2003;Laos;Waste;0.87200
2004;Laos;Waste;0.89700
